301.379209741168	4769.14826852477
308.494071407339	4477.27698594977
317.174202640068	5354.55525173947
326.708117272737	4769.14826852477
336.099734672083	6011.82020973309
345.633649304753	6403.7275410712
355.167563937422	6403.7275410712
366.266748136649	5354.55525173947
373.381609802821	6749.76361900724
382.06174103555	8072.31322689504
397.145247767833	8072.31322689504
409.667404300294	9654.00338607552
424.03942486596	9654.00338607552
438.980634364919	9063.17957611478
450.079818564147	10175.6735300148
461.179002763374	9654.00338607552
471.42440356266	9654.00338607552
485.654126895003	11424.7247248996
507.852495293457	12169.4963950435
519.663165659301	13663.2868521115
531.616133258469	15340.438218883
549.830179123867	15340.438218883
571.886250288998	18346.2457843626
586.115973621341	19337.6157162272
601.910966520241	21711.2838518383
622.544065352138	24634.2434308349
641.469597384153	31053.0589888303
660.537426649492	27658.0659917306
677.89768911495	39144.3916380547
686.577820347679	32731.062725169
701.661327079962	34864.7831288019
721.440642511918	46814.3490964362
735.67036584426	43949.3167375417
754.738195109599	49344.0403814829
772.098457575057	59012.5184114926
785.474397507459	55400.9596033053
806.107496339356	70575.4393507996
817.9181667052	70575.4393507996
834.56694300404	66256.2312151333
850.361935902941	79238.4862332118
866.156928801841	83520.2697447487
874.125573867953	99885.2428366282
874.979357267893	189819.615969336
883.659488500622	239279.917342814
898.600697999582	254878.446669556
917.668527264921	271493.835747251
932.60973676388	239279.917342814
952.389052195836	254878.446669556
970.603098061235	227012.897518148
988.105657760016	213119.736343652
998.351058559302	239279.917342814
1003.90065065892	239279.917342814
1002.33538109236	254878.446669556
