301.282508896015	218.609392678911	
307.99570575056	224.233300608809	
317.796973158195	224.233300608809	
324.51017001274	239.947863798772	
336.459660413829	257.853015552452	
351.362957430919	264.486498227386	
367.877421693098	264.486498227386	
385.868789263278	239.947863798772	
396.341376356368	239.947863798772	
407.485283134912	239.947863798772	
416.480966920002	203.429293496013	
427.759137635637	199.168543577952	
438.903044414181	181.45656170056	
448.570047884725	176.905520470247	
457.565731669815	161.173380663976	
466.561415454905	146.219972099669	
474.751515617449	136.643796030346	
481.598976409085	127.155336495055	
491.265979879629	105.545191263396	
507.780444141809	91.3961280359818	
518.924350920353	79.4796035581158	
532.350744629442	64.317367437496	
543.628915345078	51.8277409430589	
551.819015507622	47.2187199006855	
564.574089531257	38.2108568968885	
570.481702763256	35.5575189480921	
578.000483240346	30.9214139617812	
589.278653955981	26.8897794244764	
600.422560734525	23.2850184240567	
610.223828142161	20.2490419775645	
621.367734920705	17.9856077958561	
627.409612089795	17.9856077958561	
